MTU,Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),date,country
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5079.0,n/e,3996.0,275.0,n/e,n/e,n/e,n/e,1612.0,2016-06-16,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3904.0,n/e,3999.0,275.0,n/e,n/e,n/e,n/e,1617.0,2016-06-17,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3686.0,n/e,3996.0,275.0,n/e,n/e,n/e,n/e,1512.0,2016-06-17,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3482.0,n/e,3974.0,274.0,n/e,n/e,n/e,n/e,1417.0,2016-06-17,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3419.0,n/e,3996.0,274.0,n/e,n/e,n/e,n/e,1373.0,2016-06-17,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3705.0,n/e,3983.0,274.0,n/e,n/e,n/e,n/e,1377.0,2016-06-17,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4242.0,n/e,3982.0,273.0,n/e,n/e,n/e,n/e,1305.0,2016-06-17,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6472.0,n/e,3960.0,279.0,n/e,n/e,n/e,n/e,1134.0,2016-06-17,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8970.0,n/e,3960.0,300.0,n/e,n/e,n/e,n/e,1046.0,2016-06-17,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9711.0,n/e,3966.0,305.0,n/e,n/e,n/e,n/e,972.0,2016-06-17,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9885.0,n/e,3965.0,313.0,n/e,n/e,n/e,n/e,857.0,2016-06-17,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9957.0,n/e,3965.0,320.0,n/e,n/e,n/e,n/e,759.0,2016-06-17,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9874.0,n/e,3964.0,326.0,n/e,n/e,n/e,n/e,670.0,2016-06-17,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9755.0,n/e,3963.0,326.0,n/e,n/e,n/e,n/e,633.0,2016-06-17,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9245.0,n/e,3967.0,325.0,n/e,n/e,n/e,n/e,621.0,2016-06-17,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8846.0,n/e,3964.0,325.0,n/e,n/e,n/e,n/e,595.0,2016-06-17,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8654.0,n/e,3955.0,323.0,n/e,n/e,n/e,n/e,587.0,2016-06-17,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7726.0,n/e,3956.0,303.0,n/e,n/e,n/e,n/e,671.0,2016-06-17,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7379.0,n/e,3975.0,302.0,n/e,n/e,n/e,n/e,770.0,2016-06-17,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7449.0,n/e,3974.0,300.0,n/e,n/e,n/e,n/e,870.0,2016-06-17,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7460.0,n/e,3977.0,298.0,n/e,n/e,n/e,n/e,875.0,2016-06-17,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6707.0,n/e,3975.0,295.0,n/e,n/e,n/e,n/e,908.0,2016-06-17,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5461.0,n/e,3977.0,287.0,n/e,n/e,n/e,n/e,1176.0,2016-06-17,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5139.0,n/e,3985.0,281.0,n/e,n/e,n/e,n/e,1358.0,2016-06-17,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4462.0,n/e,3987.0,283.0,n/e,n/e,n/e,n/e,1493.0,2016-06-17,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3524.0,n/e,3988.0,290.0,n/e,n/e,n/e,n/e,1674.0,2016-06-18,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3153.0,n/e,3989.0,298.0,n/e,n/e,n/e,n/e,1867.0,2016-06-18,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2954.0,n/e,3987.0,300.0,n/e,n/e,n/e,n/e,2001.0,2016-06-18,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2756.0,n/e,3989.0,302.0,n/e,n/e,n/e,n/e,2167.0,2016-06-18,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2774.0,n/e,3990.0,303.0,n/e,n/e,n/e,n/e,2358.0,2016-06-18,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2853.0,n/e,3988.0,302.0,n/e,n/e,n/e,n/e,2566.0,2016-06-18,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2855.0,n/e,3988.0,303.0,n/e,n/e,n/e,n/e,2583.0,2016-06-18,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3128.0,n/e,3988.0,306.0,n/e,n/e,n/e,n/e,2591.0,2016-06-18,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3795.0,n/e,3988.0,309.0,n/e,n/e,n/e,n/e,2596.0,2016-06-18,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4594.0,n/e,3985.0,323.0,n/e,n/e,n/e,n/e,2638.0,2016-06-18,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4707.0,n/e,3987.0,331.0,n/e,n/e,n/e,n/e,2765.0,2016-06-18,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4729.0,n/e,3986.0,350.0,n/e,n/e,n/e,n/e,2948.0,2016-06-18,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4670.0,n/e,3985.0,349.0,n/e,n/e,n/e,n/e,3123.0,2016-06-18,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4848.0,n/e,3984.0,347.0,n/e,n/e,n/e,n/e,3218.0,2016-06-18,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4697.0,n/e,3982.0,346.0,n/e,n/e,n/e,n/e,3281.0,2016-06-18,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4650.0,n/e,3980.0,346.0,n/e,n/e,n/e,n/e,3329.0,2016-06-18,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4638.0,n/e,3980.0,343.0,n/e,n/e,n/e,n/e,3322.0,2016-06-18,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4649.0,n/e,3978.0,340.0,n/e,n/e,n/e,n/e,3318.0,2016-06-18,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4832.0,n/e,3976.0,338.0,n/e,n/e,n/e,n/e,3167.0,2016-06-18,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4839.0,n/e,3978.0,336.0,n/e,n/e,n/e,n/e,3072.0,2016-06-18,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4761.0,n/e,3965.0,335.0,n/e,n/e,n/e,n/e,3011.0,2016-06-18,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4391.0,n/e,3952.0,335.0,n/e,n/e,n/e,n/e,3002.0,2016-06-18,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4226.0,n/e,3971.0,335.0,n/e,n/e,n/e,n/e,3085.0,2016-06-18,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3670.0,n/e,3968.0,335.0,n/e,n/e,n/e,n/e,3214.0,2016-06-18,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3048.0,n/e,3959.0,304.0,n/e,n/e,n/e,n/e,3257.0,2016-06-19,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2600.0,n/e,3938.0,302.0,n/e,n/e,n/e,n/e,3229.0,2016-06-19,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2482.0,n/e,3930.0,300.0,n/e,n/e,n/e,n/e,3134.0,2016-06-19,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2458.0,n/e,3966.0,302.0,n/e,n/e,n/e,n/e,2978.0,2016-06-19,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2454.0,n/e,4067.0,303.0,n/e,n/e,n/e,n/e,2767.0,2016-06-19,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2471.0,n/e,4077.0,303.0,n/e,n/e,n/e,n/e,2626.0,2016-06-19,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2580.0,n/e,4077.0,310.0,n/e,n/e,n/e,n/e,2419.0,2016-06-19,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2681.0,n/e,4091.0,323.0,n/e,n/e,n/e,n/e,2423.0,2016-06-19,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3477.0,n/e,4070.0,321.0,n/e,n/e,n/e,n/e,2442.0,2016-06-19,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4057.0,n/e,4073.0,326.0,n/e,n/e,n/e,n/e,2389.0,2016-06-19,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4491.0,n/e,4072.0,329.0,n/e,n/e,n/e,n/e,2229.0,2016-06-19,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4682.0,n/e,4074.0,331.0,n/e,n/e,n/e,n/e,2246.0,2016-06-19,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4834.0,n/e,4074.0,333.0,n/e,n/e,n/e,n/e,2253.0,2016-06-19,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4856.0,n/e,4073.0,332.0,n/e,n/e,n/e,n/e,2266.0,2016-06-19,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4752.0,n/e,4071.0,331.0,n/e,n/e,n/e,n/e,2305.0,2016-06-19,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4666.0,n/e,4069.0,330.0,n/e,n/e,n/e,n/e,2357.0,2016-06-19,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4677.0,n/e,4066.0,326.0,n/e,n/e,n/e,n/e,2321.0,2016-06-19,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4936.0,n/e,4089.0,321.0,n/e,n/e,n/e,n/e,2213.0,2016-06-19,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5215.0,n/e,4119.0,317.0,n/e,n/e,n/e,n/e,1974.0,2016-06-19,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5297.0,n/e,4140.0,315.0,n/e,n/e,n/e,n/e,1746.0,2016-06-19,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5345.0,n/e,4139.0,314.0,n/e,n/e,n/e,n/e,1509.0,2016-06-19,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5301.0,n/e,4138.0,313.0,n/e,n/e,n/e,n/e,1418.0,2016-06-19,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5119.0,n/e,4152.0,314.0,n/e,n/e,n/e,n/e,1467.0,2016-06-19,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4139.0,n/e,4171.0,300.0,n/e,n/e,n/e,n/e,1582.0,2016-06-19,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2984.0,n/e,4192.0,307.0,n/e,n/e,n/e,n/e,1652.0,2016-06-20,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2800.0,n/e,4210.0,307.0,n/e,n/e,n/e,n/e,1643.0,2016-06-20,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2748.0,n/e,4231.0,308.0,n/e,n/e,n/e,n/e,1644.0,2016-06-20,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2802.0,n/e,4253.0,305.0,n/e,n/e,n/e,n/e,1611.0,2016-06-20,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2848.0,n/e,4273.0,302.0,n/e,n/e,n/e,n/e,1551.0,2016-06-20,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3441.0,n/e,4292.0,303.0,n/e,n/e,n/e,n/e,1405.0,2016-06-20,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5907.0,n/e,4299.0,302.0,n/e,n/e,n/e,n/e,1210.0,2016-06-20,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8297.0,n/e,4296.0,304.0,n/e,n/e,n/e,n/e,1123.0,2016-06-20,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8713.0,n/e,4294.0,314.0,n/e,n/e,n/e,n/e,1192.0,2016-06-20,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8739.0,n/e,4309.0,328.0,n/e,n/e,n/e,n/e,1268.0,2016-06-20,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8829.0,n/e,4320.0,332.0,n/e,n/e,n/e,n/e,1307.0,2016-06-20,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8817.0,n/e,4318.0,334.0,n/e,n/e,n/e,n/e,1342.0,2016-06-20,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8568.0,n/e,4317.0,332.0,n/e,n/e,n/e,n/e,1346.0,2016-06-20,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8590.0,n/e,4330.0,333.0,n/e,n/e,n/e,n/e,1411.0,2016-06-20,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8282.0,n/e,4338.0,327.0,n/e,n/e,n/e,n/e,1580.0,2016-06-20,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8111.0,n/e,4332.0,325.0,n/e,n/e,n/e,n/e,1787.0,2016-06-20,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7648.0,n/e,4329.0,322.0,n/e,n/e,n/e,n/e,1895.0,2016-06-20,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7464.0,n/e,4341.0,318.0,n/e,n/e,n/e,n/e,2033.0,2016-06-20,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7720.0,n/e,4353.0,314.0,n/e,n/e,n/e,n/e,2009.0,2016-06-20,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7958.0,n/e,4351.0,311.0,n/e,n/e,n/e,n/e,1935.0,2016-06-20,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7343.0,n/e,4351.0,310.0,n/e,n/e,n/e,n/e,1900.0,2016-06-20,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6494.0,n/e,4363.0,310.0,n/e,n/e,n/e,n/e,2016.0,2016-06-20,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5409.0,n/e,4374.0,309.0,n/e,n/e,n/e,n/e,2282.0,2016-06-20,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4079.0,n/e,4375.0,309.0,n/e,n/e,n/e,n/e,2440.0,2016-06-20,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3436.0,n/e,4373.0,311.0,n/e,n/e,n/e,n/e,2432.0,2016-06-21,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3145.0,n/e,4383.0,313.0,n/e,n/e,n/e,n/e,2409.0,2016-06-21,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3177.0,n/e,4403.0,314.0,n/e,n/e,n/e,n/e,2338.0,2016-06-21,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3058.0,n/e,4404.0,315.0,n/e,n/e,n/e,n/e,2159.0,2016-06-21,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3065.0,n/e,4407.0,315.0,n/e,n/e,n/e,n/e,2001.0,2016-06-21,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3500.0,n/e,4407.0,316.0,n/e,n/e,n/e,n/e,1793.0,2016-06-21,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5730.0,n/e,4416.0,316.0,n/e,n/e,n/e,n/e,1585.0,2016-06-21,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7960.0,n/e,4416.0,317.0,n/e,n/e,n/e,n/e,1367.0,2016-06-21,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9098.0,n/e,4419.0,319.0,n/e,n/e,n/e,n/e,1222.0,2016-06-21,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9251.0,n/e,4418.0,322.0,n/e,n/e,n/e,n/e,1074.0,2016-06-21,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9279.0,n/e,4417.0,325.0,n/e,n/e,n/e,n/e,1039.0,2016-06-21,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9261.0,n/e,4409.0,325.0,n/e,n/e,n/e,n/e,1073.0,2016-06-21,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9033.0,n/e,4411.0,326.0,n/e,n/e,n/e,n/e,1156.0,2016-06-21,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8893.0,n/e,4406.0,328.0,n/e,n/e,n/e,n/e,1155.0,2016-06-21,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8589.0,n/e,4409.0,327.0,n/e,n/e,n/e,n/e,1135.0,2016-06-21,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8406.0,n/e,4402.0,326.0,n/e,n/e,n/e,n/e,1035.0,2016-06-21,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8060.0,n/e,4405.0,322.0,n/e,n/e,n/e,n/e,1014.0,2016-06-21,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8140.0,n/e,4406.0,319.0,n/e,n/e,n/e,n/e,1058.0,2016-06-21,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8110.0,n/e,4408.0,315.0,n/e,n/e,n/e,n/e,1003.0,2016-06-21,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8156.0,n/e,4408.0,312.0,n/e,n/e,n/e,n/e,967.0,2016-06-21,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7642.0,n/e,4409.0,311.0,n/e,n/e,n/e,n/e,936.0,2016-06-21,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6937.0,n/e,4409.0,309.0,n/e,n/e,n/e,n/e,988.0,2016-06-21,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6395.0,n/e,4409.0,309.0,n/e,n/e,n/e,n/e,1285.0,2016-06-21,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4929.0,n/e,4411.0,308.0,n/e,n/e,n/e,n/e,1559.0,2016-06-21,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3331.0,n/e,4415.0,310.0,n/e,n/e,n/e,n/e,1609.0,2016-06-22,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3012.0,n/e,4416.0,310.0,n/e,n/e,n/e,n/e,1654.0,2016-06-22,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2948.0,n/e,4414.0,309.0,n/e,n/e,n/e,n/e,1606.0,2016-06-22,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2905.0,n/e,4410.0,310.0,n/e,n/e,n/e,n/e,1540.0,2016-06-22,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2914.0,n/e,4411.0,310.0,n/e,n/e,n/e,n/e,1459.0,2016-06-22,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3764.0,n/e,4410.0,304.0,n/e,n/e,n/e,n/e,1104.0,2016-06-22,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6027.0,n/e,4406.0,305.0,n/e,n/e,n/e,n/e,804.0,2016-06-22,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8735.0,n/e,4402.0,305.0,n/e,n/e,n/e,n/e,654.0,2016-06-22,SE
