MTU,Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),date,country
MTU,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,,
MTU,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,,
MTU,[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],,
MTU,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,
05:30 - 05:45,4425.0,13430.0,n/e,7035.0,8238.0,294.0,n/e,n/e,25.0,301.0,55.0,1138.0,242.0,n/e,4002.0,266.0,130.0,1.0,734.0,1180.0,3041.0,2022-04-28,DE
05:45 - 06:00,4447.0,13455.0,n/e,7253.0,8315.0,294.0,n/e,n/e,25.0,817.0,16.0,1136.0,265.0,n/e,4004.0,266.0,130.0,34.0,737.0,1146.0,3016.0,2022-04-28,DE
06:00 - 06:15,4583.0,13475.0,n/e,7172.0,8336.0,294.0,n/e,n/e,25.0,858.0,60.0,1130.0,137.0,n/e,4002.0,270.0,132.0,135.0,719.0,1089.0,3065.0,2022-04-28,DE
06:15 - 06:30,4645.0,13511.0,n/e,7446.0,8320.0,294.0,n/e,n/e,25.0,1845.0,11.0,1129.0,172.0,n/e,4001.0,273.0,133.0,433.0,731.0,1074.0,3140.0,2022-04-28,DE
06:30 - 06:45,4662.0,13531.0,n/e,7508.0,8341.0,294.0,n/e,n/e,25.0,2390.0,10.0,1128.0,174.0,n/e,4003.0,274.0,134.0,1046.0,732.0,1087.0,3082.0,2022-04-28,DE
06:45 - 07:00,4697.0,13523.0,n/e,7496.0,8373.0,294.0,n/e,n/e,25.0,3121.0,5.0,1124.0,174.0,n/e,4004.0,274.0,134.0,1902.0,729.0,1080.0,3020.0,2022-04-28,DE
07:00 - 07:15,4748.0,13560.0,n/e,7519.0,8393.0,294.0,n/e,n/e,25.0,2928.0,4.0,1122.0,184.0,n/e,4002.0,274.0,134.0,3036.0,729.0,1092.0,2904.0,2022-04-28,DE
07:15 - 07:30,4779.0,13601.0,n/e,7519.0,8422.0,294.0,n/e,n/e,24.0,2655.0,4.0,1122.0,217.0,n/e,4000.0,274.0,134.0,4399.0,735.0,1111.0,2856.0,2022-04-28,DE
07:30 - 07:45,4786.0,13612.0,n/e,7520.0,8487.0,294.0,n/e,n/e,24.0,2604.0,4.0,1117.0,169.0,n/e,4000.0,273.0,133.0,5947.0,733.0,1121.0,2696.0,2022-04-28,DE
07:45 - 08:00,4792.0,13606.0,n/e,7513.0,8507.0,294.0,n/e,n/e,24.0,1840.0,6.0,1118.0,169.0,n/e,3997.0,274.0,133.0,7819.0,738.0,1113.0,2312.0,2022-04-28,DE
08:00 - 08:15,4783.0,13640.0,n/e,7289.0,8504.0,294.0,n/e,n/e,24.0,2181.0,4.0,1116.0,170.0,n/e,3998.0,274.0,134.0,9859.0,740.0,1110.0,1952.0,2022-04-28,DE
08:15 - 08:30,4779.0,13618.0,n/e,7187.0,8508.0,294.0,n/e,n/e,23.0,1557.0,5.0,1116.0,171.0,n/e,3999.0,274.0,134.0,12044.0,741.0,1132.0,1619.0,2022-04-28,DE
08:30 - 08:45,4756.0,13591.0,n/e,7142.0,8529.0,294.0,n/e,n/e,23.0,1122.0,44.0,1116.0,125.0,n/e,3996.0,274.0,133.0,14272.0,743.0,1155.0,1356.0,2022-04-28,DE
08:45 - 09:00,4755.0,13574.0,n/e,6965.0,8527.0,296.0,n/e,n/e,22.0,615.0,300.0,1119.0,88.0,n/e,3994.0,274.0,134.0,16504.0,737.0,1137.0,1156.0,2022-04-28,DE
09:00 - 09:15,4708.0,13613.0,n/e,7082.0,8491.0,294.0,n/e,n/e,22.0,2050.0,22.0,1124.0,285.0,n/e,3994.0,274.0,134.0,18815.0,750.0,1128.0,1050.0,2022-04-28,DE
09:15 - 09:30,4675.0,13570.0,n/e,6912.0,8441.0,294.0,n/e,n/e,22.0,1328.0,22.0,1123.0,182.0,n/e,3993.0,273.0,133.0,21073.0,748.0,1114.0,1037.0,2022-04-28,DE
09:30 - 09:45,4657.0,13551.0,n/e,6698.0,8413.0,293.0,n/e,n/e,22.0,805.0,268.0,1121.0,106.0,n/e,3994.0,274.0,134.0,23100.0,744.0,1047.0,1085.0,2022-04-28,DE
09:45 - 10:00,4637.0,13596.0,n/e,5924.0,8397.0,293.0,n/e,n/e,22.0,627.0,803.0,1133.0,153.0,n/e,3991.0,274.0,134.0,24941.0,741.0,992.0,1136.0,2022-04-28,DE
10:00 - 10:15,4528.0,13647.0,n/e,5429.0,8234.0,293.0,n/e,n/e,21.0,1292.0,238.0,1153.0,247.0,n/e,3985.0,274.0,133.0,26597.0,735.0,954.0,1168.0,2022-04-28,DE
10:15 - 10:30,4500.0,13606.0,n/e,4856.0,8100.0,293.0,n/e,n/e,21.0,477.0,27.0,1157.0,136.0,n/e,3979.0,273.0,133.0,28129.0,725.0,939.0,1210.0,2022-04-28,DE
10:30 - 10:45,4496.0,13571.0,n/e,4481.0,7856.0,293.0,n/e,n/e,21.0,198.0,55.0,1171.0,65.0,n/e,3968.0,273.0,133.0,29470.0,671.0,900.0,1348.0,2022-04-28,DE
10:45 - 11:00,4524.0,13520.0,n/e,4025.0,7685.0,293.0,n/e,n/e,21.0,97.0,491.0,1182.0,123.0,n/e,3964.0,273.0,133.0,30490.0,537.0,875.0,1446.0,2022-04-28,DE
11:00 - 11:15,4488.0,13474.0,n/e,3510.0,7612.0,293.0,n/e,n/e,21.0,230.0,317.0,1193.0,300.0,n/e,3965.0,273.0,133.0,31348.0,457.0,833.0,1567.0,2022-04-28,DE
11:15 - 11:30,4471.0,13410.0,n/e,3439.0,7827.0,294.0,n/e,n/e,21.0,127.0,331.0,1204.0,230.0,n/e,3963.0,267.0,130.0,31808.0,458.0,824.0,1707.0,2022-04-28,DE
11:30 - 11:45,4466.0,13392.0,n/e,3387.0,7748.0,294.0,n/e,n/e,21.0,94.0,349.0,1217.0,207.0,n/e,3960.0,262.0,128.0,32116.0,574.0,825.0,1831.0,2022-04-28,DE
11:45 - 12:00,4483.0,13396.0,n/e,3344.0,7635.0,294.0,n/e,n/e,21.0,45.0,673.0,1213.0,176.0,n/e,3960.0,262.0,128.0,32130.0,699.0,819.0,1918.0,2022-04-28,DE
12:00 - 12:15,4436.0,13260.0,n/e,3204.0,7634.0,294.0,n/e,n/e,20.0,180.0,821.0,1218.0,209.0,n/e,3959.0,262.0,128.0,32275.0,747.0,796.0,2037.0,2022-04-28,DE
12:15 - 12:30,4423.0,13247.0,n/e,3175.0,7624.0,294.0,n/e,n/e,21.0,49.0,1192.0,1221.0,88.0,n/e,3959.0,262.0,128.0,32509.0,741.0,799.0,2125.0,2022-04-28,DE
12:30 - 12:45,4436.0,13254.0,n/e,3150.0,7617.0,294.0,n/e,n/e,20.0,41.0,1378.0,1220.0,164.0,n/e,3960.0,262.0,128.0,32838.0,739.0,781.0,2192.0,2022-04-28,DE
12:45 - 13:00,4437.0,13186.0,n/e,3121.0,7554.0,294.0,n/e,n/e,20.0,23.0,1727.0,1226.0,109.0,n/e,3959.0,262.0,128.0,33067.0,743.0,758.0,2318.0,2022-04-28,DE
13:00 - 13:15,4428.0,13186.0,n/e,3091.0,7441.0,294.0,n/e,n/e,20.0,23.0,1731.0,1227.0,125.0,n/e,3957.0,259.0,127.0,33046.0,743.0,746.0,2580.0,2022-04-28,DE
13:15 - 13:30,4429.0,13122.0,n/e,3118.0,7442.0,294.0,n/e,n/e,20.0,32.0,2112.0,1229.0,119.0,n/e,3955.0,258.0,126.0,32972.0,737.0,766.0,2785.0,2022-04-28,DE
13:30 - 13:45,4428.0,13065.0,n/e,3126.0,7361.0,294.0,n/e,n/e,20.0,9.0,2767.0,1226.0,66.0,n/e,3946.0,258.0,127.0,32957.0,737.0,795.0,2987.0,2022-04-28,DE
13:45 - 14:00,4419.0,13034.0,n/e,3109.0,7275.0,295.0,n/e,n/e,20.0,11.0,3216.0,1217.0,120.0,n/e,3946.0,257.0,126.0,32780.0,742.0,841.0,3199.0,2022-04-28,DE
14:00 - 14:15,4409.0,13099.0,n/e,3076.0,6990.0,295.0,n/e,n/e,20.0,39.0,3410.0,1214.0,198.0,n/e,3955.0,251.0,123.0,32617.0,747.0,876.0,3330.0,2022-04-28,DE
14:15 - 14:30,4418.0,13068.0,n/e,3085.0,6895.0,294.0,n/e,n/e,20.0,35.0,3388.0,1217.0,210.0,n/e,3963.0,251.0,123.0,32419.0,750.0,907.0,3481.0,2022-04-28,DE
14:30 - 14:45,4424.0,13171.0,n/e,3091.0,6853.0,295.0,n/e,n/e,20.0,45.0,3247.0,1212.0,167.0,n/e,3962.0,251.0,123.0,31825.0,746.0,959.0,3575.0,2022-04-28,DE
14:45 - 15:00,4394.0,13037.0,n/e,3090.0,6962.0,295.0,n/e,n/e,20.0,19.0,3291.0,1209.0,119.0,n/e,3955.0,249.0,122.0,31155.0,750.0,1011.0,3685.0,2022-04-28,DE
15:00 - 15:15,4436.0,13114.0,n/e,3084.0,7024.0,295.0,n/e,n/e,20.0,75.0,2963.0,1214.0,173.0,n/e,3959.0,247.0,121.0,30424.0,750.0,1065.0,3760.0,2022-04-28,DE
15:15 - 15:30,4435.0,13075.0,n/e,3156.0,7036.0,295.0,n/e,n/e,20.0,109.0,2325.0,1210.0,150.0,n/e,3959.0,247.0,121.0,29479.0,757.0,1098.0,3811.0,2022-04-28,DE
15:30 - 15:45,4443.0,13180.0,n/e,3257.0,7066.0,294.0,n/e,n/e,20.0,166.0,2142.0,1208.0,199.0,n/e,3957.0,247.0,121.0,28415.0,754.0,1134.0,3885.0,2022-04-28,DE
15:45 - 16:00,4443.0,13165.0,n/e,3317.0,7053.0,294.0,n/e,n/e,20.0,115.0,1528.0,1202.0,151.0,n/e,3958.0,246.0,121.0,27438.0,756.0,1160.0,3989.0,2022-04-28,DE
16:00 - 16:15,4492.0,13071.0,n/e,3480.0,7191.0,295.0,n/e,n/e,20.0,16.0,2056.0,1192.0,144.0,n/e,3956.0,243.0,120.0,26274.0,756.0,1208.0,4053.0,2022-04-28,DE
16:15 - 16:30,4508.0,13119.0,n/e,3454.0,7379.0,294.0,n/e,n/e,20.0,98.0,1682.0,1185.0,185.0,n/e,3956.0,243.0,119.0,24921.0,757.0,1207.0,4137.0,2022-04-28,DE
16:30 - 16:45,4504.0,13228.0,n/e,3502.0,7651.0,294.0,n/e,n/e,20.0,151.0,1355.0,1182.0,215.0,n/e,3958.0,232.0,115.0,23431.0,757.0,1191.0,4189.0,2022-04-28,DE
16:45 - 17:00,4523.0,13332.0,n/e,3570.0,7907.0,294.0,n/e,n/e,20.0,224.0,747.0,1173.0,328.0,n/e,3959.0,225.0,111.0,21770.0,763.0,1167.0,4195.0,2022-04-28,DE
17:00 - 17:15,4581.0,13384.0,n/e,3863.0,8054.0,294.0,n/e,n/e,20.0,121.0,1540.0,1171.0,141.0,n/e,3959.0,225.0,111.0,19848.0,760.0,1172.0,4175.0,2022-04-28,DE
17:15 - 17:30,4618.0,13519.0,n/e,4052.0,8153.0,294.0,n/e,n/e,20.0,298.0,695.0,1182.0,244.0,n/e,3959.0,222.0,110.0,17815.0,757.0,1162.0,4135.0,2022-04-28,DE
17:30 - 17:45,4628.0,13545.0,n/e,4343.0,8182.0,294.0,n/e,n/e,20.0,678.0,267.0,1164.0,284.0,n/e,3958.0,217.0,108.0,15889.0,760.0,1172.0,4112.0,2022-04-28,DE
17:45 - 18:00,4657.0,13497.0,n/e,4734.0,8258.0,294.0,n/e,n/e,20.0,1413.0,15.0,1166.0,223.0,n/e,3957.0,217.0,107.0,13858.0,758.0,1191.0,4093.0,2022-04-28,DE
18:00 - 18:15,4750.0,13478.0,n/e,5888.0,8398.0,294.0,n/e,n/e,20.0,674.0,9.0,1156.0,57.0,n/e,3958.0,217.0,108.0,11745.0,760.0,1225.0,4044.0,2022-04-28,DE
18:15 - 18:30,4776.0,13495.0,n/e,6503.0,8412.0,294.0,n/e,n/e,20.0,1455.0,12.0,1138.0,183.0,n/e,3958.0,217.0,107.0,9716.0,760.0,1199.0,3996.0,2022-04-28,DE
18:30 - 18:45,4797.0,13550.0,n/e,6722.0,8432.0,298.0,n/e,n/e,20.0,2832.0,5.0,1135.0,304.0,n/e,3958.0,217.0,107.0,7713.0,762.0,1203.0,3894.0,2022-04-28,DE
18:45 - 19:00,4831.0,13550.0,n/e,6902.0,8438.0,303.0,n/e,n/e,21.0,3726.0,1.0,1128.0,389.0,n/e,3959.0,217.0,108.0,5925.0,760.0,1248.0,3788.0,2022-04-28,DE
19:00 - 19:15,4855.0,13500.0,n/e,6953.0,8501.0,304.0,n/e,n/e,21.0,2244.0,4.0,1125.0,176.0,n/e,3959.0,217.0,107.0,4343.0,764.0,1298.0,3700.0,2022-04-28,DE
19:15 - 19:30,4859.0,13507.0,n/e,6976.0,8469.0,304.0,n/e,n/e,21.0,3200.0,2.0,1127.0,183.0,n/e,3957.0,217.0,108.0,3076.0,764.0,1282.0,3634.0,2022-04-28,DE
19:30 - 19:45,4852.0,13508.0,n/e,7006.0,8475.0,302.0,n/e,n/e,21.0,4137.0,5.0,1127.0,225.0,n/e,3957.0,217.0,107.0,2023.0,767.0,1297.0,3562.0,2022-04-28,DE
19:45 - 20:00,4851.0,13508.0,n/e,7024.0,8486.0,301.0,n/e,n/e,21.0,4653.0,3.0,1141.0,298.0,n/e,3957.0,217.0,107.0,1214.0,768.0,1346.0,3474.0,2022-04-28,DE
20:00 - 20:15,4825.0,13529.0,n/e,7050.0,8484.0,300.0,n/e,n/e,21.0,3683.0,1.0,1141.0,343.0,n/e,3959.0,217.0,108.0,561.0,772.0,1355.0,3679.0,2022-04-28,DE
20:15 - 20:30,4816.0,13544.0,n/e,7060.0,8487.0,300.0,n/e,n/e,22.0,3930.0,1.0,1140.0,392.0,n/e,3958.0,217.0,107.0,154.0,774.0,1337.0,4183.0,2022-04-28,DE
20:30 - 20:45,4811.0,13522.0,n/e,7087.0,8498.0,297.0,n/e,n/e,22.0,3584.0,1.0,1143.0,258.0,n/e,3959.0,217.0,107.0,24.0,773.0,1336.0,4687.0,2022-04-28,DE
20:45 - 21:00,4804.0,13558.0,n/e,7068.0,8485.0,296.0,n/e,n/e,22.0,2864.0,1.0,1147.0,201.0,n/e,3959.0,217.0,108.0,2.0,767.0,1380.0,4898.0,2022-04-28,DE
21:00 - 21:15,4797.0,13575.0,n/e,6928.0,8488.0,296.0,n/e,n/e,23.0,2655.0,6.0,1146.0,453.0,n/e,3959.0,217.0,108.0,1.0,760.0,1373.0,5269.0,2022-04-28,DE
21:15 - 21:30,4787.0,13536.0,n/e,6923.0,8475.0,296.0,n/e,n/e,23.0,1974.0,7.0,1148.0,298.0,n/e,3962.0,217.0,108.0,0.0,763.0,1389.0,5635.0,2022-04-28,DE
21:30 - 21:45,4774.0,13546.0,n/e,6882.0,8443.0,298.0,n/e,n/e,23.0,1440.0,7.0,1156.0,216.0,n/e,3963.0,217.0,107.0,0.0,767.0,1367.0,5769.0,2022-04-28,DE
21:45 - 22:00,4757.0,13518.0,n/e,6739.0,8423.0,298.0,n/e,n/e,24.0,791.0,13.0,1159.0,75.0,n/e,3964.0,217.0,108.0,0.0,762.0,1321.0,5885.0,2022-04-28,DE
22:00 - 22:15,4684.0,13581.0,n/e,6884.0,8401.0,297.0,n/e,n/e,24.0,1005.0,12.0,1150.0,319.0,n/e,3970.0,217.0,108.0,0.0,763.0,1261.0,5937.0,2022-04-28,DE
22:15 - 22:30,4660.0,13588.0,n/e,6900.0,8397.0,296.0,n/e,n/e,24.0,498.0,14.0,1158.0,286.0,n/e,3970.0,217.0,108.0,0.0,766.0,1264.0,6012.0,2022-04-28,DE
22:30 - 22:45,4662.0,13549.0,n/e,6692.0,8366.0,296.0,n/e,n/e,25.0,558.0,12.0,1167.0,307.0,n/e,3973.0,217.0,107.0,0.0,767.0,1189.0,5980.0,2022-04-28,DE
22:45 - 23:00,4657.0,13569.0,n/e,6327.0,8367.0,295.0,n/e,n/e,25.0,133.0,298.0,1188.0,61.0,n/e,3973.0,217.0,108.0,0.0,765.0,1086.0,5935.0,2022-04-28,DE
23:00 - 23:15,4589.0,13553.0,n/e,5902.0,8363.0,293.0,n/e,n/e,25.0,931.0,104.0,1186.0,392.0,n/e,3974.0,217.0,108.0,0.0,765.0,1002.0,5932.0,2022-04-28,DE
23:15 - 23:30,4576.0,13540.0,n/e,5659.0,8360.0,292.0,n/e,n/e,25.0,372.0,57.0,1182.0,250.0,n/e,3974.0,218.0,108.0,0.0,767.0,976.0,5822.0,2022-04-28,DE
23:30 - 23:45,4561.0,13512.0,n/e,5657.0,8348.0,291.0,n/e,n/e,25.0,338.0,85.0,1196.0,232.0,n/e,3976.0,221.0,109.0,0.0,771.0,955.0,5621.0,2022-04-28,DE
23:45 - 00:00,4560.0,13522.0,n/e,5597.0,8320.0,291.0,n/e,n/e,25.0,94.0,212.0,1217.0,138.0,n/e,3974.0,224.0,111.0,0.0,765.0,960.0,5582.0,2022-04-28,DE
00:00 - 00:15,4467.0,13474.0,n/e,5341.0,8302.0,291.0,n/e,n/e,25.0,200.0,316.0,1225.0,322.0,n/e,3977.0,231.0,113.0,0.0,747.0,935.0,5383.0,2022-04-29,DE
00:15 - 00:30,4440.0,13344.0,n/e,5231.0,8287.0,291.0,n/e,n/e,25.0,356.0,276.0,1245.0,138.0,n/e,3979.0,231.0,114.0,0.0,738.0,902.0,5269.0,2022-04-29,DE
00:30 - 00:45,4428.0,13287.0,n/e,5224.0,8266.0,291.0,n/e,n/e,26.0,131.0,343.0,1248.0,92.0,n/e,3978.0,231.0,114.0,0.0,733.0,865.0,5062.0,2022-04-29,DE
00:45 - 01:00,4424.0,13282.0,n/e,5225.0,8263.0,291.0,n/e,n/e,26.0,167.0,671.0,1251.0,79.0,n/e,3980.0,231.0,114.0,0.0,740.0,834.0,4928.0,2022-04-29,DE
01:00 - 01:15,4424.0,13264.0,n/e,5259.0,8264.0,293.0,n/e,n/e,26.0,226.0,329.0,1250.0,177.0,n/e,3983.0,231.0,114.0,0.0,744.0,770.0,4829.0,2022-04-29,DE
01:15 - 01:30,4414.0,13260.0,n/e,5292.0,8263.0,291.0,n/e,n/e,26.0,225.0,709.0,1253.0,113.0,n/e,3984.0,239.0,117.0,0.0,741.0,752.0,4700.0,2022-04-29,DE
01:30 - 01:45,4408.0,13242.0,n/e,5304.0,8264.0,291.0,n/e,n/e,26.0,213.0,707.0,1249.0,117.0,n/e,3986.0,243.0,119.0,0.0,743.0,747.0,4611.0,2022-04-29,DE
01:45 - 02:00,4410.0,13203.0,n/e,5303.0,8192.0,291.0,n/e,n/e,26.0,100.0,756.0,1250.0,113.0,n/e,3984.0,242.0,119.0,0.0,748.0,727.0,4576.0,2022-04-29,DE
02:00 - 02:15,4408.0,13289.0,n/e,5271.0,8190.0,291.0,n/e,n/e,26.0,66.0,1205.0,1250.0,169.0,n/e,3986.0,243.0,119.0,0.0,743.0,706.0,4380.0,2022-04-29,DE
02:15 - 02:30,4415.0,13280.0,n/e,5249.0,8190.0,289.0,n/e,n/e,26.0,64.0,1271.0,1251.0,67.0,n/e,3987.0,243.0,119.0,0.0,738.0,737.0,4175.0,2022-04-29,DE
02:30 - 02:45,4419.0,13249.0,n/e,5266.0,8194.0,282.0,n/e,n/e,26.0,33.0,1214.0,1259.0,59.0,n/e,3985.0,243.0,119.0,0.0,734.0,711.0,3967.0,2022-04-29,DE
02:45 - 03:00,4419.0,13271.0,n/e,5265.0,8193.0,281.0,n/e,n/e,26.0,123.0,1477.0,1255.0,98.0,n/e,3985.0,242.0,119.0,0.0,739.0,667.0,3756.0,2022-04-29,DE
03:00 - 03:15,4415.0,13261.0,n/e,5280.0,8135.0,281.0,n/e,n/e,26.0,94.0,1383.0,1249.0,76.0,n/e,3988.0,243.0,119.0,0.0,737.0,651.0,3598.0,2022-04-29,DE
03:15 - 03:30,4413.0,13209.0,n/e,5304.0,8109.0,281.0,n/e,n/e,26.0,135.0,1266.0,1246.0,79.0,n/e,3989.0,243.0,119.0,0.0,733.0,637.0,3467.0,2022-04-29,DE
03:30 - 03:45,4422.0,13224.0,n/e,5304.0,8135.0,281.0,n/e,n/e,26.0,143.0,1256.0,1244.0,141.0,n/e,3989.0,243.0,119.0,0.0,734.0,582.0,3304.0,2022-04-29,DE
03:45 - 04:00,4422.0,13235.0,n/e,5320.0,8125.0,281.0,n/e,n/e,26.0,204.0,1042.0,1241.0,128.0,n/e,3990.0,243.0,119.0,0.0,740.0,571.0,3168.0,2022-04-29,DE
04:00 - 04:15,4430.0,13273.0,n/e,5296.0,8107.0,281.0,n/e,n/e,26.0,106.0,551.0,1238.0,76.0,n/e,3992.0,250.0,122.0,0.0,737.0,580.0,3042.0,2022-04-29,DE
04:15 - 04:30,4437.0,13275.0,n/e,5365.0,8128.0,281.0,n/e,n/e,26.0,101.0,315.0,1236.0,78.0,n/e,3993.0,262.0,128.0,0.0,740.0,608.0,2991.0,2022-04-29,DE
04:30 - 04:45,4437.0,13258.0,n/e,5409.0,8156.0,281.0,n/e,n/e,26.0,143.0,329.0,1228.0,160.0,n/e,3992.0,263.0,128.0,0.0,739.0,617.0,2880.0,2022-04-29,DE
04:45 - 05:00,4450.0,13384.0,n/e,5413.0,8161.0,284.0,n/e,n/e,26.0,428.0,300.0,1234.0,132.0,n/e,3991.0,264.0,129.0,0.0,738.0,658.0,2733.0,2022-04-29,DE
05:00 - 05:15,4491.0,13501.0,n/e,5930.0,8161.0,283.0,n/e,n/e,26.0,261.0,400.0,1228.0,108.0,n/e,3991.0,269.0,131.0,0.0,725.0,684.0,2603.0,2022-04-29,DE
05:15 - 05:30,4509.0,13596.0,n/e,6136.0,8164.0,283.0,n/e,n/e,26.0,356.0,284.0,1227.0,119.0,n/e,3992.0,269.0,131.0,0.0,732.0,632.0,2483.0,2022-04-29,DE
05:30 - 05:45,4522.0,13610.0,n/e,6399.0,8174.0,283.0,n/e,n/e,26.0,691.0,239.0,1226.0,118.0,n/e,3993.0,269.0,131.0,3.0,732.0,620.0,2347.0,2022-04-29,DE
05:45 - 06:00,4547.0,13610.0,n/e,6667.0,8183.0,284.0,n/e,n/e,25.0,901.0,199.0,1223.0,253.0,n/e,3992.0,269.0,131.0,48.0,740.0,620.0,2195.0,2022-04-29,DE
06:00 - 06:15,4656.0,13603.0,n/e,7397.0,8244.0,284.0,n/e,n/e,25.0,468.0,186.0,1220.0,204.0,n/e,3993.0,269.0,131.0,189.0,737.0,623.0,2103.0,2022-04-29,DE
06:15 - 06:30,4698.0,13632.0,n/e,7583.0,8297.0,283.0,n/e,n/e,25.0,936.0,34.0,1227.0,269.0,n/e,3992.0,269.0,131.0,586.0,736.0,596.0,2032.0,2022-04-29,DE
06:30 - 06:45,4735.0,13609.0,n/e,7673.0,8315.0,283.0,n/e,n/e,25.0,1569.0,29.0,1232.0,259.0,n/e,3992.0,269.0,131.0,1343.0,738.0,581.0,1937.0,2022-04-29,DE
06:45 - 07:00,4782.0,13637.0,n/e,7683.0,8358.0,283.0,n/e,n/e,25.0,1950.0,21.0,1231.0,241.0,n/e,3992.0,269.0,131.0,2391.0,737.0,573.0,1829.0,2022-04-29,DE
07:00 - 07:15,4832.0,13636.0,n/e,7720.0,8355.0,283.0,n/e,n/e,25.0,2058.0,17.0,1231.0,162.0,n/e,3990.0,269.0,131.0,3680.0,746.0,550.0,1734.0,2022-04-29,DE
07:15 - 07:30,4859.0,13669.0,n/e,7708.0,8363.0,283.0,n/e,n/e,25.0,2255.0,16.0,1231.0,210.0,n/e,3992.0,269.0,131.0,5065.0,744.0,535.0,1652.0,2022-04-29,DE
07:30 - 07:45,4863.0,13672.0,n/e,7682.0,8374.0,283.0,n/e,n/e,24.0,2012.0,16.0,1222.0,284.0,n/e,3993.0,269.0,131.0,6531.0,746.0,570.0,1568.0,2022-04-29,DE
07:45 - 08:00,4861.0,13648.0,n/e,7728.0,8410.0,283.0,n/e,n/e,24.0,1765.0,17.0,1194.0,179.0,n/e,3991.0,269.0,131.0,8169.0,747.0,630.0,1407.0,2022-04-29,DE
08:00 - 08:15,4866.0,13630.0,n/e,7660.0,8371.0,283.0,n/e,n/e,23.0,2497.0,11.0,1192.0,410.0,n/e,3990.0,269.0,131.0,9785.0,752.0,639.0,1212.0,2022-04-29,DE
08:15 - 08:30,4876.0,13619.0,n/e,7652.0,8237.0,283.0,n/e,n/e,23.0,2413.0,11.0,1208.0,217.0,n/e,3990.0,269.0,131.0,11469.0,748.0,620.0,1063.0,2022-04-29,DE
08:30 - 08:45,4872.0,13588.0,n/e,7654.0,8272.0,283.0,n/e,n/e,22.0,2061.0,15.0,1212.0,229.0,n/e,3989.0,269.0,131.0,13122.0,749.0,607.0,919.0,2022-04-29,DE
08:45 - 09:00,4840.0,13556.0,n/e,7636.0,8301.0,283.0,n/e,n/e,22.0,1828.0,12.0,1224.0,102.0,n/e,3988.0,269.0,131.0,14811.0,750.0,579.0,862.0,2022-04-29,DE
09:00 - 09:15,4788.0,13536.0,n/e,7607.0,8295.0,284.0,n/e,n/e,22.0,2959.0,7.0,1231.0,369.0,n/e,3988.0,269.0,131.0,16728.0,752.0,568.0,789.0,2022-04-29,DE
09:15 - 09:30,4775.0,13476.0,n/e,7630.0,8380.0,285.0,n/e,n/e,22.0,2664.0,4.0,1234.0,210.0,n/e,3984.0,269.0,131.0,18584.0,753.0,578.0,754.0,2022-04-29,DE
09:30 - 09:45,4765.0,13494.0,n/e,7689.0,8395.0,285.0,n/e,n/e,21.0,1993.0,7.0,1218.0,44.0,n/e,3981.0,269.0,131.0,20156.0,755.0,566.0,775.0,2022-04-29,DE
09:45 - 10:00,4758.0,13533.0,n/e,7645.0,8415.0,285.0,n/e,n/e,21.0,906.0,13.0,1239.0,69.0,n/e,3976.0,269.0,131.0,21613.0,756.0,556.0,794.0,2022-04-29,DE
10:00 - 10:15,4673.0,13404.0,n/e,7239.0,8515.0,285.0,n/e,n/e,21.0,1658.0,18.0,1244.0,173.0,n/e,3976.0,269.0,131.0,22888.0,759.0,639.0,840.0,2022-04-29,DE
10:15 - 10:30,4634.0,13367.0,n/e,7032.0,8623.0,288.0,n/e,n/e,21.0,823.0,15.0,1216.0,109.0,n/e,3976.0,269.0,131.0,24069.0,758.0,642.0,875.0,2022-04-29,DE
10:30 - 10:45,4597.0,13342.0,n/e,6747.0,8656.0,285.0,n/e,n/e,21.0,485.0,319.0,1188.0,110.0,n/e,3975.0,269.0,131.0,25249.0,761.0,649.0,947.0,2022-04-29,DE
10:45 - 11:00,4610.0,13155.0,n/e,6572.0,8643.0,285.0,n/e,n/e,21.0,178.0,614.0,1229.0,101.0,n/e,3967.0,269.0,131.0,26358.0,762.0,677.0,999.0,2022-04-29,DE
